Identifier,Location,Date,Languages,medium,transcription,translation,url,image_id
 = lund 665,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.665?rows=3&start=1393&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1394&t=3676",1458
 = lund 666,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.666?rows=3&start=1394&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1395&t=3676",1459
 = lund 668,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.668?rows=3&start=1395&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1396&t=3676",1460
 = lund 669,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.669?rows=3&start=1396&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1397&t=3676",1461
 = lund 670,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.670?rows=3&start=1397&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1398&t=3676",1462
 = lund 671,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.671?rows=3&start=1398&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1399&t=3676",1463
 = lund 672,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.672?rows=3&start=1399&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1400&t=3676",1464
 = lund 673,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.673?rows=3&start=1400&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1401&t=3676",1465
 = lund 674,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.674?rows=3&start=1401&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1402&t=3676",1466
 = lund 676,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.676?rows=3&start=1402&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1403&t=3676",1467
 = lund 677,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.677?rows=3&start=1403&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1404&t=3676",1468
 = lund 678,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.678?rows=3&start=1404&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1405&t=3676",1469
 = lund 679,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.679?rows=3&start=1405&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1406&t=3676",1470
 = lund 681,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.681?rows=3&start=1406&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1407&t=3676",1471
 = lund 682,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.682?rows=3&start=1407&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1408&t=3676",1472
 = lund 683,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.683?rows=3&start=1408&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1409&t=3676",1473
 = lund 684,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.684?rows=3&start=1409&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1410&t=3676",1474
 = lund 685,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.685?rows=3&start=1410&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1411&t=3676",1475
 = lund 686,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.686?rows=3&start=1411&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1412&t=3676",1476
 = lund 687,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.687?rows=3&start=1412&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1413&t=3676",1477
 = lund 688,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.688?rows=3&start=1413&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1414&t=3676",1478
 = lund 690,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.690?rows=3&start=1414&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1415&t=3676",1479
 = lund 691,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.691?rows=3&start=1415&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1416&t=3676",1480
 = lund 692,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.692?rows=3&start=1416&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1417&t=3676",1481
 = lund 694,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.694?rows=3&start=1417&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1418&t=3676",1482
 = lund 695,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.695?rows=3&start=1418&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1419&t=3676",1483
 = lund 696,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.696?rows=3&start=1419&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1420&t=3676",1484
 = lund 697,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.697?rows=3&start=1420&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1421&t=3676",1485
 = lund 698,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.698?rows=3&start=1421&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1422&t=3676",1486
 = lund 699,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.699?rows=3&start=1422&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1423&t=3676",1487
 = lund 700,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.700?rows=3&start=1423&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1424&t=3676",1488
 = lund 704,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.704?rows=3&start=1424&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1425&t=3676",1489
 = lund 706,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.706?rows=3&start=1425&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1426&t=3676",1490
 = lund 707,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.707?rows=3&start=1426&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1427&t=3676",1491
 = lund 709,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.709?rows=3&start=1427&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1428&t=3676",1492
 = lund 713,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.713?rows=3&start=1428&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1429&t=3676",1493
 = lund 714,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.714?rows=3&start=1429&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1430&t=3676",1494
 = lund 715,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.715?rows=3&start=1430&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1431&t=3676",1495
 = lund 716,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.716?rows=3&start=1431&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1432&t=3676",1496
 = lund 717,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.717?rows=3&start=1432&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1433&t=3676",1497
 = lund 718,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.718?rows=3&start=1433&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1434&t=3676",1498
 = lund 719,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.719?rows=3&start=1434&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1435&t=3676",1499
 = lund 720,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.720?rows=3&start=1435&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1436&t=3676",1500
 = lund 726,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.726?rows=3&start=1436&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1437&t=3676",1501
 = lund 727,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.727?rows=3&start=1437&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1438&t=3676",1502
 = lund 729,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.729?rows=3&start=1438&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1439&t=3676",1503
 = lund 730,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.730?rows=3&start=1439&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1440&t=3676",1504
 = lund 731,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.731?rows=3&start=1440&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1441&t=3676",1505
 = lund 732,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.732?rows=3&start=1441&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1442&t=3676",1506
 = lund 733,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.733?rows=3&start=1442&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1443&t=3676",1507
 = lund 734,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.734?rows=3&start=1443&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1444&t=3676",1508
 = lund 735,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.735?rows=3&start=1444&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1445&t=3676",1509
 = lund 736,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.736?rows=3&start=1445&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1446&t=3676",1510
 = lund 737,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.737?rows=3&start=1446&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1447&t=3676",1511
 = lund 738,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.738?rows=3&start=1447&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1448&t=3676",1512
 = lund 739,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.739?rows=3&start=1448&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1449&t=3676",1513
 = lund 740,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.740?rows=3&start=1449&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1450&t=3676",1514
 = lund 741,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.741?rows=3&start=1450&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1451&t=3676",1515
 = lund 742,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.742?rows=3&start=1451&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1452&t=3676",1516
 = lund 115,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.115?rows=3&start=905&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=906&t=3676",1517
 = lund 743,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.743?rows=3&start=1452&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1453&t=3676",1518
 = lund 744,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.744?rows=3&start=1453&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1454&t=3676",1519
 = lund 745,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.745?rows=3&start=1454&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1455&t=3676",1520
 = lund 746,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.746?rows=3&start=1455&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1456&t=3676",1521
 = lund 747,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.747?rows=3&start=1456&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1457&t=3676",1522
 = lund 748,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.748?rows=3&start=1457&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1458&t=3676",1523
 = lund 750,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.750?rows=3&start=1458&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1459&t=3676",1524
 = lund 751,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.751?rows=3&start=1459&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1460&t=3676",1525
 = lund 752,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.752?rows=3&start=1460&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1461&t=3676",1526
 = lund 753,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.753?rows=3&start=1461&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1462&t=3676",1527
 = lund 755,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.755?rows=3&start=1462&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1463&t=3676",1528
 = lund 756,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.756?rows=3&start=1463&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1464&t=3676",1529
 = lund 757,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.757?rows=3&start=1464&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1465&t=3676",1530
 = lund 759,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.759?rows=3&start=1465&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1466&t=3676",1531
 = lund 760,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.760?rows=3&start=1466&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1467&t=3676",1532
 = lund 761,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.761?rows=3&start=1467&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1468&t=3676",1533
 = lund 762,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.762?rows=3&start=1468&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1469&t=3676",1534
 = lund 764,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.764?rows=3&start=1469&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1470&t=3676",1535
 = lund 765,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.765?rows=3&start=1470&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1471&t=3676",1536
 = lund 766,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.766?rows=3&start=1471&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1472&t=3676",1537
 = lund 767,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.767?rows=3&start=1472&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1473&t=3676",1538
 = lund 768,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.768?rows=3&start=1473&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1474&t=3676",1539
 = lund 769,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.769?rows=3&start=1474&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1475&t=3676",1540
 = lund 770,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.770?rows=3&start=1475&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1476&t=3676",1541
 = lund 771,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.771?rows=3&start=1476&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1477&t=3676",1542
 = lund 772,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.772?rows=3&start=1477&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1478&t=3676",1543
 = lund 773,,300 BCE - 699 CE," egy-Egyd, grc",,,,"/apis/lund.apis.773?rows=3&start=1478&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1479&t=3676",1544
 = lund 774,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.774?rows=3&start=1479&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1480&t=3676",1545
 = lund 775,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.775?rows=3&start=1480&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1481&t=3676",1546
 = lund 776,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.776?rows=3&start=1481&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1482&t=3676",1547
 = lund 777,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.777?rows=3&start=1482&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1483&t=3676",1548
 = lund 778,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.778?rows=3&start=1483&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1484&t=3676",1549
 = lund 779,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.779?rows=3&start=1484&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1485&t=3676",1550
 = lund 780,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.780?rows=3&start=1485&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1486&t=3676",1551
 = lund 781,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.781?rows=3&start=1486&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1487&t=3676",1552
 = lund 782,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.782?rows=3&start=1487&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1488&t=3676",1553
 = lund 783,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.783?rows=3&start=1488&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1489&t=3676",1554
 = lund 784,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.784?rows=3&start=1489&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1490&t=3676",1555
 = lund 785,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.785?rows=3&start=1490&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1491&t=3676",1556
 = lund 787,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.787?rows=3&start=1491&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1492&t=3676",1557
 = lund 788,,1 CE - 299 CE,grc,,,,"/apis/lund.apis.788?rows=3&start=1492&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1493&t=3676",1558
 = lund 789,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.789?rows=3&start=1493&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1494&t=3676",1559
 = lund 790,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.790?rows=3&start=1494&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1495&t=3676",1560
 = lund 791,,300 BCE - 699 CE,grc,,,,"/apis/lund.apis.791?rows=3&start=1495&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1496&t=3676",1561
 = P.Aegyptus Cent 26 = Col. inv. 501 = columbia p1702,unbekannt,165 CE - 198 CE," grc, grc",,,,"/ddbdp/p.aegyptus.cent;;26?rows=3&start=1816&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1817&t=3676",1562
 = P.Aegyptus Cent. 27 = Col. inv. 53e = columbia p456,Oxyrhynchites,151 CE," grc, grc",,,,"/ddbdp/p.aegyptus.cent;;27?rows=3&start=1817&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1818&t=3676",1563
 = P.Lund. 6 7 = P.Lund 6 6 = P. Lund. inv. 21 = lund 28,Theadelphia (Arsinoites) Tebtynis (Arsinoites),190 CE - 198 CE," grc, grc",,,,"/ddbdp/pap.choix;;12?rows=3&start=3461&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3462&t=3676",1564
 = P.Lund. 4 13 = P. Lund. inv. 20 = lund 27,Narmuthis? (Arsinoites),251 CE - 300 CE," grc, grc",,,,"/ddbdp/pap.choix;;25?rows=3&start=3462&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3463&t=3676",1565
 = P.Oxy. 3 521 = Oxy. 521 verso = columbia p362,Oxyrhynchos Oxyrhynchos,101 CE - 200 CE," grc, grc",,,,"/ddbdp/pap.congr.26;;300?rows=3&start=3463&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3464&t=3676",1566
 = P.Tebt.UC 1592 = berkeley 111,,114 BCE - 113 BCE,grc,,,,"/apis/berkeley.apis.111?rows=3&start=18&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=19&t=3676",1567
 = SB 6 9337 = P.Bacch. 3 = P. Lund. inv. 98 = lund 7,Bakchias (Arsinoites),171 CE," grc, grc",,,,"/ddbdp/p.bacch;;3?rows=3&start=1818&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1819&t=3676",1568
 = SB 6 9336 = P.Bacch. 4 = P. Lund. inv. 97 = lund 6,Bakchias (Arsinoites),172 CE," grc, grc",,,,"/ddbdp/p.bacch;;4?rows=3&start=1819&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1820&t=3676",1569
 = SB 6 9338 = P.Bacch. 5 = P. Lund. inv. 58 + 99 = lund 65,Bakchias (Arsinoites),188 CE," grc, grc",,,,"/ddbdp/p.bacch;;5?rows=3&start=1820&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1821&t=3676",1570
 = SB 6 9335 = P.Bacch. 6 = P. Lund. inv. 100 = lund 105,Bakchias (Arsinoites),184 CE - 192 CE," grc, grc",,,,"/ddbdp/p.bacch;;6?rows=3&start=1821&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1822&t=3676",1571
 = SB 6 9333 = P.Bacch. 10 = P. Lund. inv. 149 = lund 1,Bakchias (Arsinoites),183 CE," grc, grc",,,,"/ddbdp/p.bacch;;10?rows=3&start=1822&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1823&t=3676",1572
 = SB 6 9332 = P.Bacch. 12 = P. Lund. inv. 15 = lund 5,Bakchias (Arsinoites),199 CE," grc, grc",,,,"/ddbdp/p.bacch;;12?rows=3&start=1823&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1824&t=3676",1573
 = SB 6 9325 = P.CtYBR inv. 907 = yale 0009070000,Bakchias (Arsinoites),209 CE," grc, grc",,,,"/ddbdp/p.bacch;;15?rows=3&start=1824&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1825&t=3676",1574
 = SB 6 9334 = P.Bacch. 17 = P. Lund. inv. 103 = lund 110,Bakchias (Arsinoites),180 CE - 192 CE," grc, grc",,,,"/ddbdp/p.bacch;;17?rows=3&start=1825&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1826&t=3676",1575
 = SB 6 9339 = P.CtYBR inv. 348 = yale 0003480000,Bakchias (Arsinoites),178 CE," grc, grc",,,,"/ddbdp/p.bacch;;21?rows=3&start=1826&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1827&t=3676",1576
 = P.Bagnall 46 =  ,Kerkeosiris (Arsinoites),119 BCE," grc, grc",,,,"/ddbdp/p.bagnall;;46?rows=3&start=1827&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=1828&t=3676",1577
